fpl_code,fbref_code,fotmob_id,fanteam_id,ref_name,fotmob_name,current_team,current_team_id,parent_team,parent_team_id,height_cm,preferred_foot,age,country,market_value_€m,primary_position,listed_positions,is_injured,expected_return,sample_mins,fin_skill,npxg,sot,xa,bcc,tack_w,tack_att,acc_pass,yc,s_rc,og,s_dribb,s_cross,offside,int,block,recov,clear,goal_oa,foul_w,foul_l,eltg,p60_gstart,p90_gstart,on_pens,g,sv_p_xgot,europe_mins_ratio,fac_mins_ratio,lc_mins_ratio
493362,da4d670f,1173787,4381238.0,Xavi Simons,Xavi Simons,Tottenham Hotspur,8586,Tottenham Hotspur,8586,179.0,right,22,Netherlands,76.65985,AM,CM/LM/RW/AM/LW,False,,9932.0,1.08783,0.16703,0.61829,0.15485,0.38145,0.53269,0.86655,26.81808,0.10037,0.00095,0.00036,1.40661,0.60099,0.10556,0.45433,0.07602,4.72544,0.49865,0.0031,1.86884,1.01314,0.00214,0.98616,0.42475,0.0,0.1817,0.0,0.95,0.584,0.52
474120,9cfbad36,1073742,1695163.0,Julio Enciso Espínola,Julio Enciso,Strasbourg,9848,Strasbourg,9848,173.0,right,21,Paraguay,24.70281,AM,LM/AM/LW/RW/ST,False,,3078.0,0.95297,0.18839,0.84915,0.11082,0.27965,0.61248,1.05105,18.28482,0.11647,0.00195,0.00045,1.60961,0.43858,0.13039,0.31927,0.07776,3.40673,0.46777,0.00291,1.44928,0.90885,0.00279,0.79997,0.17123,0.0,0.17953,0.0,0.7,0.65827,0.84244
215439,6613c819,524437,160700.0,Tomáš Souček,Tomás Soucek,West Ham United,8654,West Ham United,8654,192.0,right,30,Czechia,13.49197,DM,DM/CM/LM/AM,False,,18290.0,1.00021,0.17936,0.47171,0.05291,0.10969,0.86756,1.67314,25.43596,0.10956,0.00056,0.0043,0.25678,0.09373,0.11208,1.1254,0.5577,4.27597,2.54283,0.00349,0.72862,1.37078,0.00645,0.9335,0.76575,0.0,0.1794,0.0,0.95,0.9,0.9
449434,2fba6108,1050166,219749.0,Anthony Elanga,Anthony Elanga,Newcastle United,10261,Newcastle United,10261,178.0,right,23,Sweden,53.4,RW,LM/RW/LW/ST,False,,8133.0,0.94378,0.18905,0.58314,0.13399,0.36491,0.51738,0.77927,16.80742,0.03138,0.00087,0.00033,0.87074,0.90881,0.33256,0.25528,0.04377,2.69443,0.45497,0.00295,1.29504,0.41402,0.00784,0.87321,0.41618,0.0,0.17842,0.0,0.95,0.89067,0.89778
463936,10745192,1113692,4297975.0,Jamie Bynoe-Gittens,Jamie Gittens,Chelsea,8455,Chelsea,8455,175.0,right,21,England,64.40909,LW,RM/LM/RW/AM/LW,False,,4945.0,1.08157,0.1643,0.66833,0.11079,0.35558,0.45463,0.73652,16.7153,0.06952,0.00123,0.00015,1.92838,0.33306,0.2373,0.36701,0.03713,2.88469,0.33828,0.00215,1.47299,0.87328,0.00164,0.77051,0.20194,0.0,0.17771,0.0,0.95,0.584,0.52
429414,15f24fe7,858198,2253849.0,Saša Kalajdžić,Sasa Kalajdzic,LASK,9977,Wolverhampton Wanderers,8602,200.0,right,28,Austria,1.99005,,ST,False,,4339.0,1.07627,0.15884,0.5009,0.0773,0.1867,0.84201,1.42179,22.35662,0.15413,0.00312,0.00179,0.64349,0.23317,0.07779,0.72696,0.20015,3.94596,1.03434,0.0037,1.25756,1.31583,0.00661,0.90098,0.49758,0.05,0.17649,0.0,0.7,0.584,0.52
550839,35516eac,1341387,3638871.0,Wilson Odobert,Wilson Odobert,Tottenham Hotspur,8586,Tottenham Hotspur,8586,182.0,right,21,France,27.80636,RW,RW/AM/LW,False,,5591.0,1.01331,0.17389,0.52443,0.09782,0.27378,0.42051,0.77579,17.60645,0.04844,0.0009,0.00045,1.38458,0.52624,0.12043,0.33816,0.04092,3.0415,0.50051,0.00264,0.6703,0.45785,0.00185,0.93135,0.29434,0.0,0.1762,0.0,0.72806,0.648,0.84
195546,66b76d44,610184,192735.0,Emiliano Buendía Stati,Emiliano Buendia,Aston Villa,10252,Aston Villa,10252,170.0,right,28,Argentina,15.14943,LW,CM/LM/AM/LW,False,,8851.0,1.0653,0.16515,0.49627,0.12857,0.32641,0.63796,1.27375,21.72358,0.04362,0.00068,0.00011,1.01575,0.23845,0.09103,0.51918,0.09272,3.95415,0.56095,0.00312,1.53627,1.11434,0.00119,0.85561,0.24951,0.0,0.17593,0.0,0.60149,0.648,0.84
114243,de112b84,521148,185623.0,Jacob Murphy,Jacob Murphy,Newcastle United,10261,Newcastle United,10261,179.0,right,30,England,13.66427,RW,RWB/RM/RW/ST,False,,9483.0,1.01959,0.17205,0.54586,0.13476,0.37103,0.60554,1.05129,15.99637,0.07256,0.00052,0.0002,1.06402,0.72342,0.14207,0.45744,0.03674,3.35319,0.74338,0.00298,0.72684,0.50179,0.00798,0.94533,0.29694,0.0,0.17542,0.0,0.58664,0.83933,0.88556
536694,077faf72,1316124,3634426.0,Matheus França de Oliveira,Matheus Franca,Vasco da Gama,10276,Crystal Palace,9826,184.0,right,21,Brazil,8.77618,LW,ST/LW,False,,381.0,1.0043,0.17401,0.78776,0.12124,0.36887,0.82746,1.39789,16.4838,0.1234,0.00193,0.00039,1.00958,0.5139,0.3438,0.59541,0.08427,4.34918,0.60809,0.00214,1.39898,1.04864,0.00299,0.91333,0.27717,0.0,0.17475,0.0,0.7,0.51307,0.50311
153682,c6dc9ecd,494417,234793.0,Harry Wilson,Harry Wilson,Fulham,9879,Fulham,9879,173.0,left,28,Wales,14.61436,RW,DM/RM/CM/RW/AM/LW/ST,False,,11897.0,1.00652,0.17344,0.60464,0.10634,0.24647,0.57627,0.88292,17.30196,0.06195,0.00071,0.00022,0.63187,0.6752,0.20751,0.49136,0.08586,3.27783,0.56405,0.00356,1.52978,0.75886,0.00092,0.93502,0.31341,0.0,0.17457,0.0,0.7,0.88693,0.89689
485337,b73f17f8,1087966,4348599.0,Evann Guessand,Evann Guessand,Aston Villa,10252,Aston Villa,10252,185.0,right,24,Ivory Coast,36.90452,RW,RW/AM/LW/ST,False,,6964.0,0.98565,0.17444,0.57204,0.08696,0.23333,0.55423,0.86054,11.41518,0.06555,0.00117,0.00031,1.32811,0.24957,0.18532,0.35594,0.09884,3.21472,0.48213,0.00296,1.57989,1.18482,0.00186,0.86856,0.34968,0.0,0.17193,0.0,0.84889,0.584,0.52
433036,afb61630,868344,4293358.0,Tijjani Reijnders,Tijjani Reijnders,Manchester City,8456,Manchester City,8456,185.0,right,27,Netherlands,79.31472,AM,DM/CM/AM,False,,15487.0,1.00838,0.17008,0.59592,0.12984,0.27541,0.41939,0.75407,39.35241,0.05325,0.00061,0.00018,1.14117,0.34971,0.09743,0.70336,0.13435,3.96402,0.76112,0.00287,0.73862,0.81491,0.00368,0.96092,0.75007,0.0,0.1715,0.0,0.95,0.584,0.52
450542,45685411,1226789,3645684.0,Jesurun Rak-Sakyi,Jesurun Rak-Sakyi,Rizespor,2166,Crystal Palace,9826,178.0,left,23,England,6.87062,RW,RW/LW,False,,2421.0,1.00275,0.17023,0.57967,0.10976,0.32249,0.81458,1.32885,13.38409,0.08648,0.00191,0.00062,1.03171,0.4564,0.22272,0.56641,0.09034,3.65115,0.52615,0.00259,1.23178,0.88105,0.00261,0.7465,0.14885,0.0,0.1707,0.0,0.7,0.648,0.84
435997,ca607d59,915797,4370441.0,Noah Okafor,Noah Okafor,Leeds United,8463,Leeds United,8463,185.0,right,25,Switzerland,17.3844,LW,LW/ST,False,,3304.0,1.04963,0.16256,0.51658,0.07335,0.19317,0.2638,0.45412,11.89705,0.04922,0.00082,0.00032,1.69296,0.44482,0.18143,0.48171,0.02623,3.12814,0.4971,0.0027,1.01904,0.8965,0.00209,0.85901,0.16778,0.0,0.17063,0.0,0.95,0.584,0.52
432714,96593e89,1107648,3638859.0,James McAtee,James McAtee,Nottingham Forest,10203,Nottingham Forest,10203,180.0,left,23,England,25.6053,AM,CM/RW/AM/LW,False,,5200.0,1.04914,0.16158,0.48322,0.09967,0.26251,0.6272,1.0159,16.31798,0.11586,0.00146,0.00032,0.94667,0.36828,0.11393,0.39,0.05935,3.58118,0.51695,0.00313,1.08314,0.83111,0.00218,0.8489,0.23841,0.0,0.16952,0.0,0.70605,0.836,0.58
556637,,1526697,,Nehemiah Oriola,Nehemiah Oriola,Brighton & Hove Albion U21,773678,Brighton & Hove Albion,10204,,right,18,England,0.02,RW,LWB/RM/RW/LW/ST,False,,0.0,1.0,0.16931,0.80273,0.13905,0.44626,0.86395,1.42871,24.59095,0.1484,0.00314,0.00085,1.69593,0.84993,0.23497,0.56283,0.06458,4.37203,0.46993,0.00215,1.49367,1.16739,0.00349,0.8871,0.3293,0.0,0.16931,0.0,0.7,0.584,0.52
499175,7f94982c,1254234,3963752.0,Ethan Nwaneri,Ethan Nwaneri,Arsenal,9825,Arsenal,9825,176.0,left,18,England,45.62684,RW,CM/RW/AM/LW,False,,1558.0,1.09721,0.15375,0.64883,0.12462,0.38025,0.50036,0.82641,23.03838,0.0521,0.00152,0.00021,1.87344,0.8226,0.2741,0.18772,0.06657,2.80278,0.30717,0.00226,0.64765,0.6878,0.00103,0.77197,0.18914,0.0,0.16869,0.0,0.90627,0.648,0.84
250735,c6608135,833697,4293407.0,Darko Churlinov,Darko Churlinov,Kocaelispor,1569,Kocaelispor,1569,180.0,right,25,North Macedonia,1.40421,LW,RM/LM/RW/AM/LW,False,,1310.0,0.97286,0.17305,0.66185,0.11281,0.31872,0.62036,1.07989,18.75557,0.12848,0.00184,0.00034,1.5323,0.48394,0.34816,0.51251,0.11318,3.98096,0.46154,0.00236,1.3413,0.90962,0.00267,0.91176,0.28256,0.0,0.16835,0.0,0.87833,0.49533,0.49889
492859,75fdd638,1107286,4293433.0,Wilfried Gnonto,Wilfried Gnonto,Leeds United,8463,Leeds United,8463,170.0,right,22,Italy,26.43596,RW,RW/AM/LW/ST,False,,6317.0,1.03914,0.16184,0.53701,0.08518,0.24527,0.65623,1.02651,16.91638,0.11402,0.00062,0.00037,1.01495,0.29498,0.23784,0.37216,0.03309,3.21604,0.419,0.00383,1.67095,0.9605,0.00132,0.95587,0.20497,0.0,0.16817,0.0,0.7,0.9,0.9
537403,91c75917,1362972,,Kadan Young,Kadan Young,Aston Villa U19,394201,Royal Antwerp,9988,176.0,right,19,England,0.55147,LW,RW/LW,False,,0.0,1.0,0.1672,0.7691,0.12032,0.3829,0.7772,1.298,23.1772,0.1322,0.0023,0.0004,1.5956,0.6303,0.3265,0.5473,0.0756,4.3274,0.5234,0.0021,1.5111,1.0631,0.0031,0.90545,0.30236,0.0,0.1672,0.0,0.7,0.584,0.52
590035,,1458250,,Yusuf Akhamrich,Yusuf Akhamrich,Tottenham Hotspur U21,860802,Tottenham Hotspur,8586,183.0,left,20,Morocco,0.05,RW,LB/RM/RW/LW,False,,0.0,1.0,0.16693,0.7342,0.1311,0.42076,0.82265,1.34309,25.16191,0.14263,0.00267,0.001,1.62219,0.76285,0.29203,0.5502,0.08139,4.49579,0.49406,0.00212,1.6515,1.17539,0.0041,0.8871,0.3293,0.0,0.16693,0.0,0.7,0.584,0.52
244858,966e28d0,963965,231167.0,Fábio Freitas Gouveia Carvalho,Fabio Carvalho,Brentford,9937,Brentford,9937,170.0,right,23,Portugal,19.56846,AM,RM/RW/AM/LW/ST,True,,6764.0,1.08045,0.15399,0.59521,0.10304,0.25213,0.71052,1.16202,17.01429,0.07604,0.00127,0.00046,0.77139,0.38023,0.13654,0.44845,0.10493,3.36899,0.32377,0.00303,1.35357,0.83567,0.00231,0.94497,0.54341,0.0,0.16638,0.0,0.64568,0.648,0.84
248875,fffea3e5,942368,3647914.0,Jérémy Doku,Jérémy Doku,Manchester City,8456,Manchester City,8456,171.0,right,23,Belgium,65.79683,LW,RW/LW/AM,False,,9938.0,1.08592,0.15295,0.69956,0.14376,0.5618,0.68814,1.01723,25.78141,0.0429,0.00036,0.0001,3.92508,0.54286,0.2245,0.34244,0.01325,3.49077,0.10519,0.0026,1.68072,0.69461,0.00079,0.90087,0.3636,0.0,0.16609,0.0,0.95,0.81733,0.57556
445044,df3cda47,935379,291491.0,Dejan Kulusevski,Dejan Kulusevski,Tottenham Hotspur,8586,Tottenham Hotspur,8586,186.0,left,25,Sweden,57.68438,RW,CM/RW/AM/ST,True,,13113.0,1.12038,0.1481,0.575,0.15057,0.396,0.79348,1.52186,22.88952,0.08922,0.00044,0.00022,1.43042,0.51723,0.18263,0.52128,0.07295,4.25631,0.24659,0.00251,1.09147,1.43767,0.00233,0.9456,0.53118,0.0,0.16592,0.0,0.95,0.85987,0.89044
201658,5c0da4a4,789630,1954998.0,Marcus Tavernier,Marcus Tavernier,AFC Bournemouth,8678,AFC Bournemouth,8678,178.0,left,26,England,21.29544,LW,DM/RW/AM/LW,False,,13475.0,0.9348,0.17733,0.62121,0.14147,0.33467,0.77991,1.32222,23.2588,0.08807,0.00058,7e-05,1.32513,0.81292,0.16384,0.40994,0.08346,5.01193,0.75732,0.00312,1.17228,1.09754,0.00251,0.96815,0.5523,0.0,0.16577,0.0,0.7,0.9,0.9
444180,e4238fb1,1171140,230755.0,Jaidon Anthony,Jaidon Anthony,Burnley,8191,Burnley,8191,183.0,right,25,England,18.34788,LW,LM/RW/LW/ST,False,,10596.0,1.02831,0.15976,0.55624,0.10369,0.27379,0.49546,0.91456,17.07309,0.05422,0.00051,0.00017,0.94983,0.64036,0.22395,0.65831,0.15345,4.04803,0.73683,0.00371,1.00827,0.8759,0.00113,0.94925,0.45065,0.0,0.16428,0.0,0.7,0.89253,0.89822
441192,ac0d576d,1298925,272775.0,Jeremy Sarmiento Morante,Jeremy Sarmiento,Cremonese,7801,Brighton & Hove Albion,10204,178.0,right,23,Ecuador,7.64305,AM,LM/RW/AM/LW,False,,3222.0,1.02041,0.16049,0.57139,0.10186,0.26065,0.84347,1.40238,17.5121,0.11832,0.00212,0.00052,1.12483,0.44963,0.09217,0.43451,0.06361,3.28518,0.35983,0.00242,1.26628,1.1539,0.0092,0.8268,0.13973,0.0,0.16377,0.0,0.7,0.7768,0.87067
433952,cc9256ef,1077915,4293432.0,Largie Ramazani,Largie Ramazani,Valencia,10267,Leeds United,8463,167.0,right,24,Belgium,5.36529,LW,RW/LW,True,,3829.0,0.97568,0.1674,0.68923,0.099,0.24602,0.603,1.03425,13.23832,0.10984,0.001,0.00035,1.2661,0.43173,0.34467,0.67212,0.03961,3.46724,0.38249,0.00278,1.09841,0.9967,0.00228,0.87387,0.22868,0.0,0.16333,0.0,0.7,0.584,0.52
195384,d080ed5e,574645,3943790.0,Mikel Merino Zazón,Mikel Merino,Arsenal,9825,Arsenal,9825,187.0,left,29,Spain,40.49376,CM,DM/CM/AM/ST,False,,15553.0,0.94809,0.17121,0.46672,0.1022,0.26125,0.99146,1.79988,29.79973,0.11012,0.00092,0.00022,0.68277,0.16254,0.23995,0.65644,0.20138,5.31702,1.0776,0.0031,1.4578,1.80515,0.0011,0.93746,0.68711,0.0,0.16232,0.0,0.95,0.648,0.84
573062,e0eea46f,1302715,4045122.0,Martial Godo,Martial Godo,Strasbourg,9848,Strasbourg,9848,169.0,right,22,Ivory Coast,2.24592,LW,LM/AM/LW,False,,348.0,0.98478,0.16475,0.7691,0.11554,0.3829,0.7772,1.298,23.1772,0.12138,0.00215,0.00038,1.5406,0.59484,0.30956,0.5473,0.06995,4.3274,0.51564,0.0021,1.5111,1.0631,0.00296,0.92,0.25585,0.0,0.16224,0.0,0.7,0.67453,0.54156
489888,dcfb17f4,1079557,4370219.0,Amine Adli,Amine Adli,AFC Bournemouth,8678,AFC Bournemouth,8678,180.0,left,25,Morocco,25.21913,AM,RW/AM/LW/ST,False,,6762.0,0.93782,0.17298,0.64011,0.10146,0.25302,0.49509,0.92062,18.67704,0.11886,0.00226,0.00029,0.91029,0.37932,0.33339,0.39664,0.10662,3.09557,0.4667,0.0029,1.27607,1.26337,0.00194,0.90365,0.26623,0.0,0.16222,0.0,0.95,0.584,0.52
232653,1544f145,1021929,186002.0,Jacob Ramsey,Jacob Ramsey,Newcastle United,10261,Newcastle United,10261,180.0,right,24,England,45.77628,LW,CM/AM/LW,False,,9362.0,0.99847,0.1624,0.38973,0.11021,0.26399,0.81589,1.37375,23.39606,0.0822,0.00069,0.00556,1.08184,0.31312,0.16401,0.48481,0.16942,3.71962,0.52159,0.00243,1.3314,0.84493,0.00686,0.82658,0.37056,0.0,0.16215,0.0,0.90776,0.81507,0.87978
579075,6a10efb3,1422580,,Asher Agbinone,Asher Agbinone,Crystal Palace U21,1267874,Crystal Palace,9826,177.0,right,20,England,0.87909,AM,RW/AM/LW,False,,0.0,0.99964,0.16203,0.71622,0.12662,0.41785,0.87447,1.53714,22.44458,0.15381,0.00332,0.00073,0.78825,0.56336,0.22249,0.62524,0.10803,4.649,0.70729,0.00198,1.45815,1.1832,0.00442,0.9021,0.3804,0.0,0.16197,0.0,0.7,0.584,0.52
576628,,1436260,,Shea Lacey,Shea Lacey,Manchester United U21,1070257,Manchester United,10260,167.0,left,18,England,0.63,RW,RW,False,,0.0,1.0,0.16191,0.77336,0.1355,0.43497,0.98422,1.65163,26.24267,0.14407,0.00343,0.00081,1.23411,0.76285,0.29539,0.63301,0.06016,4.67075,0.45787,0.00206,1.40067,1.03546,0.00381,0.8871,0.3293,0.0,0.16191,0.0,0.7,0.584,0.52
165809,3eb22ec9,488139,45081.0,Bernardo Mota Veiga de Carvalho e Silva,Bernardo Silva,Manchester City,8456,Manchester City,8456,173.0,left,31,Portugal,29.42154,RW,DM/CM/LM/RW/AM/LW,False,,18688.0,1.07842,0.14983,0.43624,0.15466,0.39707,0.76683,1.42191,47.6305,0.11795,0.00027,0.0001,1.13375,0.47998,0.13621,0.62005,0.14661,4.00354,0.60804,0.00263,0.86341,0.92694,0.00044,0.96478,0.66678,0.0,0.16158,0.0,0.95,0.9,0.9
510500,4d77e622,1114798,3924957.0,João Pedro Ferreira da Silva,Jota Silva,Beşiktaş,10188,Nottingham Forest,10203,179.0,right,26,Portugal,16.50664,RW,RW/LW,False,,5544.0,1.01738,0.15878,0.61343,0.09873,0.24368,0.74977,1.28015,11.00887,0.1539,0.00133,0.00037,0.94803,0.39071,0.43477,0.50689,0.05985,3.56339,0.72082,0.00317,1.52147,1.26119,0.00177,0.89609,0.30017,0.0,0.16154,0.0,0.7,0.63533,0.53222
184754,169fd162,620026,257178.0,Hwang Hee-chan,Hee-Chan Hwang,Wolverhampton Wanderers,8602,Wolverhampton Wanderers,8602,177.0,right,29,South Korea,9.70699,LW,RW/AM/LW/ST,False,,7354.0,1.03212,0.15643,0.44486,0.05528,0.15388,0.38536,0.75802,14.85088,0.06763,0.0006,0.00017,1.00326,0.19534,0.2577,0.37101,0.03376,2.65031,0.51505,0.00296,1.17758,1.00489,0.00453,0.7964,0.24376,0.0,0.16145,0.0,0.54707,0.66947,0.84511
224995,8e16dd48,846369,1783667.0,Luis Sinisterra Lucumí,Luis Sinisterra,Cruzeiro,9781,AFC Bournemouth,8678,172.0,right,26,Colombia,10.67631,,LW,False,,7279.0,1.09086,0.1471,0.57597,0.1016,0.26864,0.8911,1.48322,23.24476,0.14248,0.00317,0.00076,1.43322,0.25998,0.14791,0.80537,0.16791,5.11257,0.77231,0.00333,1.0746,1.16415,0.00365,0.87402,0.35486,0.0,0.16046,0.0,0.95,0.84027,0.88578
149519,beb391dd,426880,256300.0,Maxwel Cornet,Maxwel Cornet,Genoa,10233,West Ham United,8654,179.0,right,29,Ivory Coast,6.67842,RW,RW/LW,True,,5505.0,1.01635,0.15785,0.53348,0.09737,0.24084,0.76864,1.28324,19.28317,0.10691,0.00195,0.00056,0.98249,0.54356,0.43067,0.63509,0.11706,3.93723,0.68502,0.00256,1.01862,0.88216,0.00231,0.84103,0.33116,0.0,0.16043,0.0,0.59778,0.648,0.84
488213,a42760bc,1072864,4386956.0,Tolu Arokodare,Tolu Arokodare,Wolverhampton Wanderers,8602,Wolverhampton Wanderers,8602,197.0,right,25,Nigeria,27.32614,ST,ST/LW,False,,545.0,0.98162,0.16333,0.6589,0.04466,0.13425,0.25272,0.44447,9.40049,0.08791,0.00293,0.0012,0.8052,0.11156,0.46098,0.22979,0.06482,2.21615,1.2036,0.00211,1.16805,1.36431,0.00154,0.91354,0.33582,0.0,0.16033,0.0,0.72326,0.584,0.52
564510,a8a80be7,1324022,3556527.0,Garang Kuol,Garang Kuol,Sparta Prague,10247,Sparta Prague,10247,175.0,right,21,Australia,0.62264,LW,CM/RW/LW/ST,False,,679.0,0.99609,0.16093,0.72047,0.11563,0.35408,0.73689,1.27965,19.287,0.12549,0.00207,0.00037,1.48828,0.57249,0.31216,0.49776,0.06926,4.18568,0.48497,0.00212,1.46342,1.1071,0.00286,0.83111,0.18478,0.0,0.1603,0.0,0.7,0.584,0.52
577731,cdf9e86a,1407239,,Ben Broggio,Ben Broggio,Aston Villa U21,1070261,Aston Villa,10252,181.0,right,18,England,0.07,LW,RW/LW,False,,0.0,1.0,0.16003,0.72387,0.11713,0.37268,0.70963,1.21885,23.28388,0.1206,0.00219,0.00031,1.67528,0.4858,0.27293,0.42838,0.07073,3.89244,0.43473,0.00201,1.89435,1.03721,0.00341,0.896,0.3326,0.0,0.16003,0.0,0.7,0.584,0.52
218328,b8a642fc,688300,4386935.0,Samuel Chukwueze,Samuel Chukwueze,Fulham,9879,Milan,8564,172.0,left,26,Nigeria,14.38824,RW,DM/RM/RW/ST,False,,9189.0,0.98985,0.16134,0.54358,0.13259,0.40281,0.45718,0.84225,18.58811,0.0742,0.00152,0.00042,1.78586,0.54653,0.27959,0.35929,0.02896,3.20768,0.31775,0.00277,1.05013,0.72905,0.00175,0.89458,0.24909,0.0,0.1597,0.0,0.95,0.584,0.52
219249,fb495bb8,866686,3940833.0,Matt O'Riley,Matthew O'Riley,Marseille,8592,Brighton & Hove Albion,10204,187.0,left,25,Denmark,22.56347,AM,DM/CM/AM,False,,2216.0,0.96474,0.16527,0.65194,0.14348,0.36843,0.67659,1.26469,27.51594,0.11509,0.00225,0.01267,0.92963,0.93515,0.15824,0.67213,0.15855,3.44463,0.58966,0.00222,1.07354,1.06663,0.01013,0.85351,0.28565,0.0,0.15944,0.0,0.95,0.584,0.52
435973,f84a807c,881500,3584363.0,Lyle Foster,Lyle Foster,Burnley,8191,Burnley,8191,185.0,right,25,South Africa,11.29212,ST,LW/ST,False,,4887.0,0.95814,0.16607,0.48943,0.04312,0.11083,0.35642,0.62586,10.88458,0.0574,0.001,0.00051,0.74629,0.03058,0.49057,0.12334,0.11099,2.36779,0.96541,0.0032,0.87672,1.33816,0.00067,0.93172,0.25025,0.0,0.15912,0.0,0.7,0.66147,0.53844
441240,745ca0a3,904021,3762527.0,Romain Faivre,Romain Faivre,Al-Taawoun,205686,AFC Bournemouth,8678,180.0,left,27,France,5.55852,AM,CM/RW/AM/LW,False,,10098.0,1.07252,0.14776,0.61523,0.13076,0.34944,0.67717,1.21589,25.57096,0.08804,0.00227,0.0031,1.58702,0.80502,0.11235,0.51863,0.04492,5.03009,0.41313,0.00256,1.68385,0.93175,0.00727,0.96819,0.51475,0.0,0.15847,0.0,0.76056,0.584,0.52
433312,2acf0cd7,786580,4070205.0,Marshall Munetsi,Marshall Munetsi,Wolverhampton Wanderers,8602,Wolverhampton Wanderers,8602,188.0,right,29,Zimbabwe,18.0684,AM,DM/CM/LM/AM/RW/ST,False,,12411.0,0.92593,0.17035,0.47341,0.06317,0.1627,0.61764,1.25931,14.66002,0.0829,0.00092,0.00033,0.50291,0.27072,0.20609,0.79422,0.21686,3.26694,1.80399,0.0032,1.0361,1.55532,0.00304,0.95166,0.72657,0.0,0.15773,0.0,0.7,0.584,0.52
450539,ea1a5662,1113813,4293390.0,Myles Peart-Harris,Myles Peart-Harris,Brentford,9937,Brentford,9937,187.0,right,23,England,0.85629,RW,CM/LM/RW/AM/LW,False,,2009.0,0.98673,0.15797,0.55414,0.12093,0.32177,0.64844,1.06648,15.34384,0.14238,0.00178,0.0008,0.94131,0.55768,0.25142,0.47916,0.11502,3.9266,0.59387,0.00233,1.33389,0.98128,0.0028,0.91251,0.40725,0.0,0.15587,0.0,0.7,0.68013,0.54289
156689,6639e500,575779,242909.0,Andreas Hoelgebaum Pereira,Andreas Pereira,Palmeiras,10283,Palmeiras,10283,178.0,right,29,Brazil,17.80466,AM,DM/RM/CM/RW/AM,False,,9130.0,0.89577,0.14925,0.48764,0.16091,0.36544,0.49539,0.86967,22.08157,0.12924,0.00117,0.00028,0.69116,1.48625,0.09553,0.2716,0.0705,3.51141,0.45403,0.00249,0.9865,0.98905,0.00736,0.92977,0.21231,0.2,0.15582,0.0,0.62805,0.9,0.9
606775,ba31eee2,1697214,,Ben Winterburn,Ben Winterburn,Barnet,8175,AFC Bournemouth,8678,185.0,right,21,England,0.52986,AM,DM/LM/AM,False,,182.0,0.99602,0.15644,0.78215,0.11577,0.40308,0.77709,1.38644,25.45642,0.19914,0.00479,0.00052,1.18541,0.71918,0.23446,0.63494,0.12012,5.01608,0.63735,0.00191,1.40528,1.48119,0.00352,0.91842,0.39384,0.0,0.15581,0.0,0.7,0.584,0.52
110504,c47541e0,303059,4386989.0,Bertrand Traoré,Bertrand Traoré,Sunderland,8472,Sunderland,8472,181.0,left,30,Burkina Faso,5.60698,RW,RM/RW/LW/ST,False,,6512.0,0.99325,0.15615,0.58237,0.07287,0.18554,0.41171,0.77183,14.52993,0.07742,0.0018,0.00054,1.40605,0.37081,0.22128,0.42403,0.11619,2.94883,0.5782,0.00296,1.32213,0.85494,0.002,0.83353,0.13388,0.0,0.15509,0.0,0.95,0.584,0.52
477555,eed2427e,1113790,3652667.0,Oscar Bobb,Oscar Bobb,Manchester City,8456,Manchester City,8456,174.0,left,22,Norway,38.58677,RW,RM/CM/RW/AM,False,,1324.0,1.00957,0.15275,0.43852,0.14827,0.42768,0.28329,0.53613,28.33041,0.04693,0.00128,0.00044,1.88979,0.45632,0.10872,0.42618,0.0262,2.93184,0.20191,0.00192,1.34742,0.67918,0.00194,0.94868,0.41015,0.0,0.15421,0.0,0.83587,0.5868,0.52067
647850,816010c4,1561249,4293381.0,Charalampos Kostoulas,Charalampos Kostoulas,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,185.0,right,18,Greece,31.55173,AM,AM/ST,False,,457.0,0.98922,0.15496,0.67007,0.11949,0.35565,0.90151,1.40992,24.45025,0.13723,0.0031,0.00069,1.16965,0.65276,0.16633,0.55557,0.08258,4.35423,0.43588,0.00208,1.45729,1.16718,0.0041,0.93007,0.43878,0.0,0.15329,0.0,0.76552,0.584,0.52
450070,df04eb4b,941213,3912182.0,Crysencio Summerville,Crysencio Summerville,West Ham United,8654,West Ham United,8654,174.0,right,24,Netherlands,26.00488,LW,RW/LW,True,,7208.0,1.02118,0.1493,0.48287,0.10108,0.25908,0.49472,0.81876,18.10693,0.0727,0.00075,0.00019,1.38609,0.47342,0.27868,0.44871,0.11425,3.54947,0.79774,0.00295,1.68842,1.10761,0.00142,0.93986,0.31217,0.0,0.15246,0.0,0.7,0.69933,0.85222
549074,9886c32e,1310131,4293379.0,Tom Watson,Tom Watson,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,190.0,right,19,England,8.3,LW,LM/RW/LW,True,,986.0,1.03672,0.14667,0.67508,0.10611,0.31095,0.67853,1.11168,17.78489,0.11378,0.00175,0.00037,1.37792,0.61476,0.19705,0.4402,0.08427,3.53237,0.54607,0.00211,1.31265,0.95021,0.00275,0.85729,0.2923,0.0,0.15205,0.0,0.7,0.584,0.52
